2319.9614	-8.26196E-7
2319.4793	6.10648E-7
2318.9971	1.86234E-6
2318.5149	2.97248E-6
2318.0328	2.85597E-6
2317.5506	2.27006E-6
2317.0685	8.81261E-7
2316.5863	-1.1949E-7
2316.1041	-8.10743E-7
2315.622	-1.89798E-6
2315.1398	-3.21477E-6
2314.6577	-5.03519E-6
2314.1755	-6.74001E-6
2313.6933	-7.24354E-6
2313.2112	-6.95769E-6
2312.729	-5.8043E-6
2312.2469	-4.90703E-6
2311.7647	-3.96762E-6
2311.2825	-2.90728E-6
2310.8004	-1.0743E-6
2310.3182	1.17045E-6
2309.8361	3.90076E-6
2309.3539	7.28126E-6
2308.8717	1.10545E-5
2308.3896	1.43089E-5
2307.9074	1.61779E-5
2307.4253	1.60335E-5
2306.9431	1.39192E-5
2306.4609	1.04913E-5
2305.9788	6.56219E-6
2305.4966	2.72127E-6
2305.0145	-5.97706E-7
2304.5323	-3.16244E-6
2304.0501	-4.33921E-6
2303.568	-4.53891E-6
2303.0858	-4.08608E-6
2302.6037	-3.86136E-6
2302.1215	-4.62449E-6
2301.6393	-6.32919E-6
2301.1572	-8.41808E-6
2300.675	-9.49884E-6
2300.1929	-9.06189E-6
2299.7107	-7.01731E-6
2299.2285	-5.16026E-6
2298.7464	-4.60245E-6
2298.2642	-6.17712E-6
2297.7821	-9.29131E-6
2297.2999	-1.21858E-5
2296.8177	-1.3389E-5
2296.3356	-1.29621E-5
2295.8534	-1.13967E-5
2295.3713	-8.47781E-6
2294.8891	-4.91054E-6
2294.4069	-1.09124E-6
2293.9248	3.4408E-6
2293.4426	7.92969E-6
2292.9605	1.1478E-5
2292.4783	1.39256E-5
2291.9961	1.48042E-5
2291.514	1.42554E-5
2291.0318	1.23476E-5
2290.5497	9.50368E-6
2290.0675	6.437E-6
2289.5853	3.80054E-6
2289.1032	2.2286E-6
2288.621	2.05516E-6
2288.1389	2.69004E-6
2287.6567	3.16899E-6
2287.1745	2.54843E-6
2286.6924	1.40226E-6
2286.2102	7.17604E-7
2285.7281	1.97386E-6
2285.2459	4.32201E-6
2284.7637	6.71255E-6
2284.2816	7.59345E-6
2283.7994	7.37802E-6
2283.3173	6.77435E-6
2282.8351	6.72406E-6
2282.3529	6.68693E-6
2281.8708	6.10816E-6
2281.3886	3.75995E-6
2280.9065	1.25884E-7
2280.4243	-4.56187E-6
2279.9421	-9.07506E-6
2279.46	-1.2361E-5
2278.9778	-1.35254E-5
2278.4957	-1.25621E-5
2278.0135	-1.0194E-5
2277.5313	-6.92097E-6
2277.0492	-3.60079E-6
2276.567	5.06325E-8
2276.0849	3.61972E-6
2275.6027	6.01143E-6
2275.1205	6.04303E-6
2274.6384	3.16899E-6
2274.1562	-2.35037E-6
2273.6741	-8.04931E-6
2273.1919	-1.16808E-5
2272.7097	-1.2342E-5
2272.2276	-1.05152E-5
2271.7454	-7.89219E-6
2271.2633	-6.21405E-6
2270.7811	-6.32135E-6
2270.2989	-7.45107E-6
2269.8168	-8.31315E-6
2269.3346	-7.90705E-6
2268.8525	-6.11293E-6
2268.3703	-3.43619E-6
2267.8881	-8.32025E-7
2267.406	1.04588E-6
2266.9238	2.04514E-6
2266.4417	2.62479E-6
2265.9595	3.5392E-6
2265.4773	4.47614E-6
2264.9952	5.08598E-6
2264.513	4.26781E-6
2264.0309	2.06362E-6
2263.5487	-6.32766E-8
2263.0665	-1.50565E-6
2262.5844	-1.36032E-6
2262.1022	-3.15831E-7
2261.6201	1.5233E-6
2261.1379	4.23332E-6
2260.6557	7.47306E-6
2260.1736	1.13629E-5
2259.6914	1.46839E-5
2259.2093	1.65723E-5
2258.7271	1.64805E-5
2258.2449	1.48042E-5
2257.7628	1.29881E-5
2257.2806	1.11587E-5
2256.7985	9.05481E-6
2256.3163	5.94609E-6
2255.8341	1.98745E-6
2255.352	-2.49201E-6
2254.8698	-5.33356E-6
2254.3877	-5.3019E-6
2253.9055	-2.34524E-6
2253.4233	1.00806E-6
2252.9412	2.69131E-6
2252.459	9.72967E-7
2251.9769	-3.23494E-6
2251.4947	-7.60857E-6
2251.0125	-1.04272E-5
2250.5304	-1.08397E-5
2250.0482	-9.49064E-6
2249.5661	-7.93592E-6
2249.0839	-6.44922E-6
2248.6017	-5.17457E-6
2248.1196	-3.37395E-6
2247.6374	-1.45655E-6
2247.1553	2.97977E-7
2246.6731	1.10035E-6
2246.1909	1.47572E-6
2245.7088	1.12793E-6
2245.2266	8.01676E-7
2244.7445	6.88527E-7
2244.2623	1.23829E-6
2243.7801	3.80587E-6
2243.298	9.09461E-6
2242.8158	1.72843E-5
2242.3337	2.72097E-5
2241.8515	3.80772E-5
2241.3693	4.97572E-5
2240.8872	6.31822E-5
2240.405	7.92503E-5
