2319.9614	7.29503E-6
2319.4793	2.50638E-6
2318.9971	-6.36272E-7
2318.5149	-1.95914E-6
2318.0328	-1.73912E-6
2317.5506	-1.19937E-6
2317.0685	-1.77775E-6
2316.5863	-3.34966E-6
2316.1041	-5.52884E-6
2315.622	-7.17231E-6
2315.1398	-6.7495E-6
2314.6577	-4.55781E-6
2314.1755	-1.47209E-6
2313.6933	1.34618E-6
2313.2112	2.45288E-6
2312.729	2.39901E-6
2312.2469	2.15908E-6
2311.7647	2.38182E-6
2311.2825	3.16619E-6
2310.8004	4.05568E-6
2310.3182	3.3428E-6
2309.8361	9.33405E-7
2309.3539	-1.83234E-6
2308.8717	-3.93987E-6
2308.3896	-4.1762E-6
2307.9074	-2.41779E-6
2307.4253	5.61623E-7
2306.9431	3.26641E-6
2306.4609	5.36245E-6
2305.9788	6.57461E-6
2305.4966	7.26907E-6
2305.0145	7.27245E-6
2304.5323	6.61318E-6
2304.0501	4.76275E-6
2303.568	1.95585E-6
2303.0858	-7.68485E-7
2302.6037	-2.34584E-6
2302.1215	-1.86584E-6
2301.6393	1.99457E-7
2301.1572	2.55941E-6
2300.675	4.63121E-6
2300.1929	6.06145E-6
2299.7107	7.58107E-6
2299.2285	8.72499E-6
2298.7464	8.5442E-6
2298.2642	5.95418E-6
2297.7821	1.28035E-6
2297.2999	-4.15102E-6
2296.8177	-8.07447E-6
2296.3356	-9.8994E-6
2295.8534	-1.02382E-5
2295.3713	-1.05844E-5
2294.8891	-1.12852E-5
2294.4069	-1.19683E-5
2293.9248	-1.16178E-5
2293.4426	-1.02778E-5
2292.9605	-8.71731E-6
2292.4783	-7.18205E-6
2291.9961	-5.99816E-6
2291.514	-4.64941E-6
2291.0318	-2.75581E-6
2290.5497	-9.1131E-9
2290.0675	2.79053E-6
2289.5853	4.71391E-6
2289.1032	5.31658E-6
2288.621	5.18242E-6
2288.1389	4.66711E-6
2287.6567	4.55864E-6
2287.1745	4.76483E-6
2286.6924	5.20719E-6
2286.2102	5.61011E-6
2285.7281	6.44164E-6
2285.2459	7.46849E-6
2284.7637	8.2239E-6
2284.2816	7.2278E-6
2283.7994	3.97621E-6
